booking_id,meal_plan,car_parking_space,room_type,special_requests
TMD26903,Meal Plan 1,1,Room_Type 1,0
TMD26904,Meal Plan 1,0,Room_Type 4,1
TMD26905,Meal Plan 1,0,Room_Type 1,1
TMD26906,Meal Plan 1,0,Room_Type 1,2
TMD26907,Meal Plan 1,0,Room_Type 1,1
TMD26908,Meal Plan 1,0,Room_Type 1,1
TMD26909,Meal Plan 2,0,Room_Type 1,2
TMD26910,Meal Plan 1,0,Room_Type 1,0
TMD26911,Meal Plan 1,0,Room_Type 4,0
TMD26912,Meal Plan 2,0,Room_Type 1,0
TMD26913,Meal Plan 1,0,Room_Type 1,0
TMD26914,Meal Plan 2,0,Room_Type 1,0
TMD26915,Meal Plan 1,0,Room_Type 1,1
TMD26916,Not Selected,0,Room_Type 1,0
TMD26917,Meal Plan 1,0,Room_Type 1,0
TMD26918,Meal Plan 1,0,Room_Type 1,0
TMD26919,Meal Plan 1,0,Room_Type 1,0
TMD26920,Meal Plan 1,0,Room_Type 1,0
TMD26921,Meal Plan 1,0,Room_Type 4,1
TMD26922,Meal Plan 1,0,Room_Type 6,1
TMD26923,Meal Plan 1,0,Room_Type 1,2
TMD26924,Not Selected,0,Room_Type 1,1
TMD26925,Meal Plan 1,0,Room_Type 2,0
TMD26926,Not Selected,0,Room_Type 1,1
TMD26927,Meal Plan 1,0,Room_Type 1,0
TMD26928,Not Selected,0,Room_Type 1,0
TMD26929,Meal Plan 1,0,Room_Type 1,0
TMD26930,Meal Plan 1,0,Room_Type 1,0
TMD26931,Meal Plan 1,0,Room_Type 1,0
TMD26932,Meal Plan 1,0,Room_Type 2,1
TMD26933,Meal Plan 1,0,Room_Type 2,1
TMD26934,Meal Plan 2,0,Room_Type 1,1
TMD26935,Meal Plan 1,0,Room_Type 1,1
TMD26936,Meal Plan 1,0,Room_Type 1,0
TMD26937,Meal Plan 1,0,Room_Type 4,0
TMD26938,Meal Plan 1,0,Room_Type 1,0
TMD26939,Meal Plan 1,0,Room_Type 1,0
TMD26940,Meal Plan 1,0,Room_Type 4,2
TMD26941,Not Selected,0,Room_Type 1,0
TMD26942,Meal Plan 1,0,Room_Type 1,1
TMD26943,Not Selected,0,Room_Type 1,1
TMD26944,Meal Plan 1,0,Room_Type 1,0
TMD26945,Not Selected,0,Room_Type 1,0
TMD26946,Meal Plan 1,0,Room_Type 4,0
TMD26947,Meal Plan 1,1,Room_Type 4,2
TMD26948,Meal Plan 1,0,Room_Type 1,0
TMD26949,Meal Plan 1,0,Room_Type 1,0
TMD26950,Meal Plan 1,0,Room_Type 1,1
TMD26951,Not Selected,0,Room_Type 1,0
TMD26952,Meal Plan 1,0,Room_Type 6,1
TMD26953,Meal Plan 1,0,Room_Type 4,1
TMD26954,Meal Plan 1,0,Room_Type 4,1
TMD26955,Meal Plan 1,0,Room_Type 4,0
TMD26956,Meal Plan 1,0,Room_Type 1,0
TMD26957,Meal Plan 1,0,Room_Type 1,1
TMD26958,Meal Plan 1,0,Room_Type 1,0
TMD26959,Meal Plan 1,0,Room_Type 1,2
TMD26960,Meal Plan 1,0,Room_Type 1,1
TMD26961,Meal Plan 1,0,Room_Type 1,0
TMD26962,Meal Plan 1,0,Room_Type 1,0
TMD26963,Meal Plan 1,0,Room_Type 1,1
TMD26964,Meal Plan 1,0,Room_Type 1,1
TMD26965,Meal Plan 1,0,Room_Type 1,1
TMD26966,Meal Plan 1,0,Room_Type 4,0
TMD26967,Meal Plan 2,0,Room_Type 1,0
TMD26968,Not Selected,0,Room_Type 1,1
TMD26969,Meal Plan 1,0,Room_Type 1,1
TMD26970,Not Selected,0,Room_Type 1,1
TMD26971,Meal Plan 1,0,Room_Type 1,0
TMD26972,Meal Plan 1,0,Room_Type 4,0
TMD26973,Meal Plan 1,0,Room_Type 6,1
TMD26974,Meal Plan 1,0,Room_Type 1,1
TMD26975,Meal Plan 1,0,Room_Type 1,0
TMD26976,Meal Plan 1,0,Room_Type 1,2
TMD26977,Not Selected,0,Room_Type 1,1
TMD26978,Meal Plan 1,0,Room_Type 1,0
TMD26979,Meal Plan 1,0,Room_Type 4,0
TMD26980,Meal Plan 1,0,Room_Type 1,0
TMD26981,Meal Plan 1,0,Room_Type 1,1
TMD26982,Meal Plan 1,0,Room_Type 1,0
TMD26983,Meal Plan 1,0,Room_Type 4,1
TMD26984,Meal Plan 1,0,Room_Type 1,0
TMD26985,Meal Plan 1,0,Room_Type 1,0
TMD26986,Meal Plan 1,0,Room_Type 1,0
TMD26987,Meal Plan 1,0,Room_Type 1,0
TMD26988,Meal Plan 2,0,Room_Type 1,1
TMD26989,Meal Plan 1,0,Room_Type 1,2
TMD26990,Meal Plan 1,0,Room_Type 1,0
TMD26991,Meal Plan 1,0,Room_Type 4,0
TMD26992,Meal Plan 1,0,Room_Type 1,0
TMD26993,Meal Plan 1,0,Room_Type 4,0
TMD26994,Meal Plan 1,1,Room_Type 4,0
TMD26995,Meal Plan 1,0,Room_Type 1,1
TMD26996,Meal Plan 1,0,Room_Type 1,0
TMD26997,Meal Plan 1,0,Room_Type 1,0
TMD26998,Not Selected,0,Room_Type 1,1
TMD26999,Meal Plan 1,0,Room_Type 1,0
TMD27000,Meal Plan 1,0,Room_Type 4,1
TMD27001,Meal Plan 1,0,Room_Type 4,1
TMD27002,Meal Plan 2,0,Room_Type 1,1
TMD27003,Meal Plan 1,0,Room_Type 1,0
TMD27004,Meal Plan 2,0,Room_Type 1,0
TMD27005,Meal Plan 1,0,Room_Type 1,0
TMD27006,Meal Plan 1,0,Room_Type 1,0
TMD27007,Meal Plan 1,0,Room_Type 4,1
TMD27008,Meal Plan 1,0,Room_Type 4,1
TMD27009,Meal Plan 1,0,Room_Type 1,1
TMD27010,Meal Plan 1,0,Room_Type 1,0
TMD27011,Meal Plan 1,0,Room_Type 5,0
TMD27012,Meal Plan 1,0,Room_Type 1,0
TMD27013,Meal Plan 1,0,Room_Type 1,1
TMD27014,Not Selected,0,Room_Type 1,0
TMD27015,Meal Plan 1,0,Room_Type 4,1
TMD27016,Not Selected,0,Room_Type 1,0
TMD27017,Not Selected,0,Room_Type 1,2
TMD27018,Meal Plan 1,0,Room_Type 1,0
TMD27019,Meal Plan 1,0,Room_Type 1,1
TMD27020,Meal Plan 1,0,Room_Type 1,0
TMD27021,Meal Plan 1,0,Room_Type 1,1
TMD27022,Meal Plan 1,0,Room_Type 1,2
TMD27023,Not Selected,0,Room_Type 1,0
TMD27024,Not Selected,0,Room_Type 1,1
TMD27025,Not Selected,0,Room_Type 1,0
TMD27026,Meal Plan 1,0,Room_Type 4,2
TMD27027,Meal Plan 1,0,Room_Type 6,1
TMD27028,Meal Plan 1,0,Room_Type 1,1
TMD27029,Meal Plan 1,0,Room_Type 4,0
TMD27030,Meal Plan 1,0,Room_Type 4,0
TMD27031,Meal Plan 2,0,Room_Type 1,1
TMD27032,Meal Plan 1,0,Room_Type 1,2
TMD27033,Meal Plan 1,0,Room_Type 1,0
TMD27034,Meal Plan 1,0,Room_Type 1,0
TMD27035,Not Selected,0,Room_Type 1,1
TMD27036,Meal Plan 1,0,Room_Type 1,1
TMD27037,Meal Plan 1,0,Room_Type 1,1
TMD27038,Meal Plan 1,0,Room_Type 1,0
TMD27039,Meal Plan 1,0,Room_Type 4,0
TMD27040,Meal Plan 1,0,Room_Type 1,1
TMD27041,Meal Plan 1,0,Room_Type 1,1
TMD27042,Not Selected,0,Room_Type 1,0
TMD27043,Meal Plan 1,0,Room_Type 1,0
TMD27044,Meal Plan 1,0,Room_Type 1,1
TMD27045,Meal Plan 1,0,Room_Type 4,1
TMD27046,Meal Plan 1,0,Room_Type 1,0
TMD27047,Meal Plan 1,0,Room_Type 1,0
TMD27048,Meal Plan 2,0,Room_Type 1,0
TMD27049,Meal Plan 2,0,Room_Type 1,0
TMD27050,Meal Plan 1,0,Room_Type 5,0
TMD27051,Meal Plan 1,0,Room_Type 4,2
TMD27052,Meal Plan 2,0,Room_Type 1,0
TMD27053,Meal Plan 1,0,Room_Type 4,0
TMD27054,Meal Plan 1,0,Room_Type 1,1
TMD27055,Meal Plan 1,0,Room_Type 4,0
TMD27056,Meal Plan 1,0,Room_Type 1,0
TMD27057,Meal Plan 1,0,Room_Type 1,0
TMD27058,Meal Plan 1,1,Room_Type 1,0
TMD27059,Meal Plan 1,0,Room_Type 4,0
TMD27060,Meal Plan 1,0,Room_Type 1,0
TMD27061,Meal Plan 1,0,Room_Type 4,2
TMD27062,Meal Plan 1,0,Room_Type 1,0
TMD27063,Meal Plan 1,0,Room_Type 1,0
TMD27064,Meal Plan 1,0,Room_Type 1,0
TMD27065,Meal Plan 1,0,Room_Type 1,0
TMD27066,Meal Plan 1,0,Room_Type 1,0
TMD27067,Meal Plan 1,0,Room_Type 1,1
TMD27068,Meal Plan 1,0,Room_Type 4,0
TMD27069,Meal Plan 1,0,Room_Type 1,0
TMD27070,Meal Plan 1,0,Room_Type 4,0
TMD27071,Meal Plan 1,0,Room_Type 1,1
TMD27072,Meal Plan 1,0,Room_Type 6,0
TMD27073,Meal Plan 1,0,Room_Type 1,0
TMD27074,Not Selected,0,Room_Type 1,0
TMD27075,Meal Plan 1,0,Room_Type 1,1
TMD27076,Meal Plan 1,0,Room_Type 1,1
TMD27077,Meal Plan 1,0,Room_Type 1,1
TMD27078,Meal Plan 1,0,Room_Type 1,0
TMD27079,Meal Plan 1,0,Room_Type 1,0
TMD27080,Meal Plan 2,0,Room_Type 1,0
TMD27081,Meal Plan 1,0,Room_Type 1,2
TMD27082,Meal Plan 1,0,Room_Type 6,0
TMD27083,Meal Plan 2,0,Room_Type 1,1
TMD27084,Meal Plan 1,0,Room_Type 1,0
TMD27085,Meal Plan 1,0,Room_Type 1,0
TMD27086,Meal Plan 1,0,Room_Type 4,2
TMD27087,Not Selected,0,Room_Type 5,0
TMD27088,Meal Plan 1,0,Room_Type 1,1
TMD27089,Meal Plan 1,0,Room_Type 1,0
TMD27090,Meal Plan 1,0,Room_Type 1,0
TMD27091,Meal Plan 1,0,Room_Type 1,1
TMD27092,Meal Plan 1,0,Room_Type 1,0
TMD27093,Meal Plan 1,0,Room_Type 1,1
TMD27094,Meal Plan 1,0,Room_Type 1,1
TMD27095,Meal Plan 1,0,Room_Type 4,1
TMD27096,Meal Plan 1,0,Room_Type 1,1
TMD27097,Not Selected,0,Room_Type 1,1
TMD27098,Meal Plan 1,0,Room_Type 1,0
TMD27099,Meal Plan 2,0,Room_Type 1,0
TMD27100,Meal Plan 1,0,Room_Type 4,0
TMD27101,Meal Plan 1,1,Room_Type 4,0
TMD27102,Meal Plan 1,0,Room_Type 4,0
TMD27103,Meal Plan 1,0,Room_Type 1,0
TMD27104,Meal Plan 1,0,Room_Type 1,0
TMD27105,Meal Plan 1,0,Room_Type 1,0
TMD27106,Meal Plan 1,0,Room_Type 1,0
TMD27107,Not Selected,0,Room_Type 1,0
TMD27108,Meal Plan 1,0,Room_Type 4,0
TMD27109,Meal Plan 1,0,Room_Type 1,1
TMD27110,Meal Plan 1,0,Room_Type 1,2
TMD27111,Not Selected,0,Room_Type 1,2
TMD27112,Meal Plan 1,0,Room_Type 1,0
TMD27113,Meal Plan 1,0,Room_Type 4,2
TMD27114,Meal Plan 1,0,Room_Type 1,0
TMD27115,Meal Plan 1,0,Room_Type 1,0
TMD27116,Meal Plan 1,0,Room_Type 1,2
TMD27117,Meal Plan 1,0,Room_Type 4,1
TMD27118,Meal Plan 1,0,Room_Type 1,1
TMD27119,Not Selected,0,Room_Type 1,1
TMD27120,Meal Plan 1,0,Room_Type 4,0
TMD27121,Meal Plan 1,0,Room_Type 1,0
TMD27122,Meal Plan 2,0,Room_Type 1,0
TMD27123,Meal Plan 1,0,Room_Type 1,0
TMD27124,Meal Plan 2,0,Room_Type 4,0
TMD27125,Meal Plan 1,1,Room_Type 1,1
TMD27126,Meal Plan 1,0,Room_Type 1,0
TMD27127,Meal Plan 1,0,Room_Type 1,1
TMD27128,Meal Plan 1,0,Room_Type 6,1
TMD27129,Meal Plan 1,0,Room_Type 1,0
TMD27130,Meal Plan 1,0,Room_Type 4,1
TMD27131,Meal Plan 1,0,Room_Type 1,1
TMD27132,Meal Plan 1,0,Room_Type 1,1
TMD27133,Meal Plan 1,0,Room_Type 1,1
TMD27134,Meal Plan 1,0,Room_Type 1,1
TMD27135,Meal Plan 2,0,Room_Type 1,0
TMD27136,Not Selected,1,Room_Type 1,3
TMD27137,Meal Plan 1,0,Room_Type 1,1
TMD27138,Meal Plan 2,0,Room_Type 1,0
TMD27139,Not Selected,0,Room_Type 1,0
TMD27140,Not Selected,0,Room_Type 1,2
TMD27141,Meal Plan 1,0,Room_Type 1,1
TMD27142,Meal Plan 1,0,Room_Type 1,0
TMD27143,Not Selected,0,Room_Type 1,0
TMD27144,Meal Plan 1,0,Room_Type 1,2
TMD27145,Meal Plan 1,0,Room_Type 1,2
TMD27146,Meal Plan 1,0,Room_Type 1,1
TMD27147,Not Selected,0,Room_Type 1,2
TMD27148,Meal Plan 1,0,Room_Type 1,0
TMD27149,Meal Plan 1,0,Room_Type 1,0
TMD27150,Meal Plan 1,0,Room_Type 1,1
TMD27151,Meal Plan 2,0,Room_Type 1,1
TMD27152,Meal Plan 1,0,Room_Type 1,0
TMD27153,Not Selected,0,Room_Type 1,1
TMD27154,Meal Plan 1,0,Room_Type 7,0
TMD27155,Meal Plan 1,0,Room_Type 4,2
TMD27156,Meal Plan 2,0,Room_Type 1,2
TMD27157,Meal Plan 1,0,Room_Type 1,0
TMD27158,Meal Plan 1,0,Room_Type 1,0
TMD27159,Not Selected,0,Room_Type 1,1
TMD27160,Meal Plan 1,0,Room_Type 4,1
TMD27161,Meal Plan 2,0,Room_Type 1,0
TMD27162,Meal Plan 1,0,Room_Type 1,0
TMD27163,Meal Plan 2,0,Room_Type 1,0
TMD27164,Not Selected,0,Room_Type 1,0
TMD27165,Meal Plan 1,0,Room_Type 1,0
TMD27166,Meal Plan 1,0,Room_Type 5,2
TMD27167,Meal Plan 1,0,Room_Type 1,0
TMD27168,Meal Plan 1,0,Room_Type 1,1
TMD27169,Meal Plan 1,0,Room_Type 1,0
TMD27170,Meal Plan 1,0,Room_Type 1,0
TMD27171,Not Selected,0,Room_Type 1,1
TMD27172,Meal Plan 1,0,Room_Type 1,0
TMD27173,Not Selected,0,Room_Type 1,0
TMD27174,Meal Plan 1,0,Room_Type 1,1
TMD27175,Meal Plan 1,0,Room_Type 1,0
TMD27176,Not Selected,0,Room_Type 1,2
TMD27177,Meal Plan 1,0,Room_Type 6,1
TMD27178,Meal Plan 2,0,Room_Type 1,0
TMD27179,Meal Plan 1,0,Room_Type 1,0
TMD27180,Not Selected,0,Room_Type 1,1
TMD27181,Meal Plan 1,0,Room_Type 1,0
TMD27182,Meal Plan 1,0,Room_Type 7,0
TMD27183,Meal Plan 1,0,Room_Type 1,0
TMD27184,Meal Plan 1,0,Room_Type 1,0
TMD27185,Meal Plan 1,0,Room_Type 1,1
TMD27186,Meal Plan 1,0,Room_Type 1,0
TMD27187,Meal Plan 1,0,Room_Type 1,0
TMD27188,Meal Plan 1,0,Room_Type 1,0
TMD27189,Meal Plan 1,0,Room_Type 1,3
TMD27190,Meal Plan 1,0,Room_Type 1,0
TMD27191,Meal Plan 1,0,Room_Type 1,0
TMD27192,Meal Plan 1,0,Room_Type 1,1
TMD27193,Meal Plan 1,0,Room_Type 4,2
TMD27194,Meal Plan 1,0,Room_Type 4,0
TMD27195,Meal Plan 1,0,Room_Type 1,1
TMD27196,Meal Plan 1,0,Room_Type 1,0
TMD27197,Meal Plan 1,1,Room_Type 1,2
TMD27198,Meal Plan 1,0,Room_Type 1,1
TMD27199,Meal Plan 2,0,Room_Type 1,0
TMD27200,Meal Plan 1,0,Room_Type 1,0
TMD27201,Meal Plan 1,0,Room_Type 6,0
TMD27202,Meal Plan 1,0,Room_Type 1,1
TMD27203,Meal Plan 1,0,Room_Type 1,0
TMD27204,Meal Plan 1,0,Room_Type 4,2
TMD27205,Meal Plan 1,0,Room_Type 4,0
TMD27206,Meal Plan 1,0,Room_Type 4,0
TMD27207,Meal Plan 1,0,Room_Type 1,0
TMD27208,Meal Plan 1,0,Room_Type 1,0
TMD27209,Meal Plan 1,0,Room_Type 1,1
TMD27210,Meal Plan 1,0,Room_Type 1,2
TMD27211,Meal Plan 1,0,Room_Type 1,0
TMD27212,Meal Plan 1,0,Room_Type 4,0
TMD27213,Meal Plan 1,0,Room_Type 1,0
TMD27214,Not Selected,0,Room_Type 1,0
TMD27215,Not Selected,0,Room_Type 1,0
TMD27216,Meal Plan 1,0,Room_Type 1,2
TMD27217,Not Selected,0,Room_Type 1,1
TMD27218,Not Selected,0,Room_Type 1,0
TMD27219,Meal Plan 1,0,Room_Type 1,0
TMD27220,Meal Plan 1,0,Room_Type 1,0
TMD27221,Meal Plan 2,0,Room_Type 1,0
TMD27222,Meal Plan 1,0,Room_Type 4,0
TMD27223,Meal Plan 1,0,Room_Type 1,0
TMD27224,Not Selected,0,Room_Type 1,0
TMD27225,Meal Plan 1,0,Room_Type 1,0
TMD27226,Meal Plan 2,0,Room_Type 1,0
TMD27227,Meal Plan 1,0,Room_Type 4,4
TMD27228,Meal Plan 1,0,Room_Type 1,1
TMD27229,Meal Plan 1,0,Room_Type 1,0
TMD27230,Meal Plan 1,1,Room_Type 1,1
TMD27231,Meal Plan 2,0,Room_Type 1,1
TMD27232,Meal Plan 1,0,Room_Type 6,0
TMD27233,Meal Plan 1,0,Room_Type 4,3
TMD27234,Meal Plan 1,0,Room_Type 1,0
TMD27235,Meal Plan 1,0,Room_Type 1,1
TMD27236,Meal Plan 1,0,Room_Type 5,0
TMD27237,Meal Plan 1,0,Room_Type 1,0
TMD27238,Meal Plan 1,1,Room_Type 1,0
TMD27239,Not Selected,0,Room_Type 1,0
TMD27240,Meal Plan 1,0,Room_Type 1,1
TMD27241,Meal Plan 1,0,Room_Type 1,0
TMD27242,Meal Plan 1,0,Room_Type 1,0
TMD27243,Meal Plan 1,0,Room_Type 1,2
TMD27244,Meal Plan 1,0,Room_Type 1,0
TMD27245,Not Selected,0,Room_Type 1,1
TMD27246,Not Selected,0,Room_Type 1,1
TMD27247,Meal Plan 1,0,Room_Type 1,0
TMD27248,Meal Plan 1,0,Room_Type 4,0
TMD27249,Meal Plan 1,0,Room_Type 1,0
TMD27250,Meal Plan 1,0,Room_Type 1,0
TMD27251,Meal Plan 1,0,Room_Type 1,0
TMD27252,Meal Plan 1,0,Room_Type 1,0
TMD27253,Meal Plan 2,1,Room_Type 1,0
TMD27254,Meal Plan 1,0,Room_Type 1,0
TMD27255,Meal Plan 1,0,Room_Type 1,0
TMD27256,Meal Plan 1,0,Room_Type 1,0
TMD27257,Not Selected,0,Room_Type 1,1
TMD27258,Meal Plan 1,0,Room_Type 4,3
TMD27259,Meal Plan 1,0,Room_Type 1,0
TMD27260,Not Selected,0,Room_Type 1,0
TMD27261,Meal Plan 1,0,Room_Type 5,0
TMD27262,Not Selected,0,Room_Type 1,3
TMD27263,Meal Plan 1,0,Room_Type 1,0
TMD27264,Meal Plan 1,0,Room_Type 1,0
TMD27265,Meal Plan 2,0,Room_Type 1,0
TMD27266,Meal Plan 1,0,Room_Type 1,0
TMD27267,Meal Plan 1,0,Room_Type 1,1
TMD27268,Meal Plan 1,0,Room_Type 1,1
TMD27269,Meal Plan 1,0,Room_Type 4,0
TMD27270,Meal Plan 1,0,Room_Type 1,2
TMD27271,Not Selected,0,Room_Type 1,0
TMD27272,Meal Plan 2,0,Room_Type 1,0
TMD27273,Meal Plan 1,0,Room_Type 1,0
TMD27274,Meal Plan 1,1,Room_Type 1,1
TMD27275,Meal Plan 1,0,Room_Type 1,0
TMD27276,Meal Plan 1,0,Room_Type 1,3
TMD27277,Meal Plan 1,0,Room_Type 1,0
TMD27278,Meal Plan 1,0,Room_Type 4,0
TMD27279,Meal Plan 1,0,Room_Type 1,2
TMD27280,Meal Plan 2,0,Room_Type 1,0
TMD27281,Not Selected,0,Room_Type 1,0
TMD27282,Not Selected,0,Room_Type 1,0
TMD27283,Not Selected,0,Room_Type 1,2
TMD27284,Meal Plan 2,0,Room_Type 1,0
TMD27285,Not Selected,1,Room_Type 1,1
TMD27286,Meal Plan 1,0,Room_Type 1,0
TMD27287,Meal Plan 1,0,Room_Type 4,0
TMD27288,Meal Plan 1,0,Room_Type 1,0
TMD27289,Not Selected,0,Room_Type 1,1
TMD27290,Meal Plan 1,0,Room_Type 1,1
TMD27291,Meal Plan 1,0,Room_Type 1,1
TMD27292,Meal Plan 1,0,Room_Type 4,1
TMD27293,Meal Plan 1,0,Room_Type 1,0
TMD27294,Meal Plan 1,0,Room_Type 1,1
TMD27295,Meal Plan 1,0,Room_Type 4,1
TMD27296,Not Selected,0,Room_Type 1,1
TMD27297,Meal Plan 1,0,Room_Type 1,0
TMD27298,Meal Plan 2,0,Room_Type 4,1
TMD27299,Meal Plan 1,0,Room_Type 4,0
TMD27300,Meal Plan 1,0,Room_Type 1,1
TMD27301,Meal Plan 2,0,Room_Type 1,1
TMD27302,Meal Plan 2,0,Room_Type 1,2
TMD27303,Meal Plan 1,0,Room_Type 1,0
TMD27304,Meal Plan 1,0,Room_Type 4,0
TMD27305,Meal Plan 1,0,Room_Type 1,0
TMD27306,Meal Plan 1,0,Room_Type 1,0
TMD27307,Meal Plan 1,0,Room_Type 1,0
TMD27308,Meal Plan 1,0,Room_Type 1,0
TMD27309,Not Selected,0,Room_Type 1,1
TMD27310,Meal Plan 1,0,Room_Type 4,1
TMD27311,Meal Plan 1,0,Room_Type 5,0
TMD27312,Meal Plan 1,0,Room_Type 1,0
TMD27313,Meal Plan 2,0,Room_Type 1,1
TMD27314,Meal Plan 1,0,Room_Type 1,0
TMD27315,Not Selected,0,Room_Type 1,0
TMD27316,Meal Plan 1,0,Room_Type 4,0
TMD27317,Meal Plan 1,0,Room_Type 1,0
TMD27318,Meal Plan 1,0,Room_Type 1,0
TMD27319,Meal Plan 1,0,Room_Type 6,2
TMD27320,Meal Plan 1,0,Room_Type 1,0
TMD27321,Meal Plan 1,0,Room_Type 6,0
TMD27322,Meal Plan 1,0,Room_Type 1,0
TMD27323,Meal Plan 1,0,Room_Type 1,0
TMD27324,Meal Plan 1,0,Room_Type 1,1
TMD27325,Meal Plan 1,0,Room_Type 1,1
TMD27326,Meal Plan 1,0,Room_Type 1,0
TMD27327,Not Selected,0,Room_Type 1,1
TMD27328,Meal Plan 1,0,Room_Type 4,1
TMD27329,Meal Plan 1,0,Room_Type 6,0
TMD27330,Meal Plan 2,0,Room_Type 1,0
TMD27331,Meal Plan 1,0,Room_Type 1,1
TMD27332,Meal Plan 1,0,Room_Type 1,0
TMD27333,Meal Plan 1,0,Room_Type 1,0
TMD27334,Meal Plan 1,0,Room_Type 4,1
TMD27335,Meal Plan 1,0,Room_Type 1,0
TMD27336,Meal Plan 2,0,Room_Type 1,0
TMD27337,Meal Plan 1,0,Room_Type 1,1
TMD27338,Meal Plan 1,0,Room_Type 1,0
TMD27339,Meal Plan 1,0,Room_Type 4,1
TMD27340,Meal Plan 1,0,Room_Type 1,0
TMD27341,Meal Plan 1,0,Room_Type 1,1
TMD27342,Meal Plan 1,0,Room_Type 4,1
TMD27343,Meal Plan 1,0,Room_Type 1,0
TMD27344,Meal Plan 1,0,Room_Type 1,1
TMD27345,Meal Plan 1,0,Room_Type 1,0
TMD27346,Meal Plan 1,0,Room_Type 1,0
TMD27347,Meal Plan 1,0,Room_Type 1,1
TMD27348,Meal Plan 2,0,Room_Type 1,0
TMD27349,Meal Plan 1,0,Room_Type 1,0
TMD27350,Meal Plan 2,0,Room_Type 1,0
TMD27351,Meal Plan 1,0,Room_Type 1,1
TMD27352,Meal Plan 1,0,Room_Type 1,2
TMD27353,Meal Plan 1,0,Room_Type 4,0
TMD27354,Meal Plan 1,0,Room_Type 4,3
TMD27355,Meal Plan 1,0,Room_Type 1,0
TMD27356,Meal Plan 1,0,Room_Type 1,0
TMD27357,Meal Plan 1,0,Room_Type 1,0
TMD27358,Meal Plan 1,0,Room_Type 1,1
TMD27359,Meal Plan 1,1,Room_Type 1,1
TMD27360,Not Selected,0,Room_Type 1,0
TMD27361,Meal Plan 1,0,Room_Type 1,0
TMD27362,Meal Plan 1,0,Room_Type 1,0
TMD27363,Meal Plan 1,0,Room_Type 1,0
TMD27364,Meal Plan 1,1,Room_Type 4,0
TMD27365,Meal Plan 1,0,Room_Type 4,0
TMD27366,Meal Plan 1,0,Room_Type 1,0
TMD27367,Meal Plan 1,0,Room_Type 1,0
TMD27368,Meal Plan 1,0,Room_Type 1,0
TMD27369,Meal Plan 1,0,Room_Type 1,0
TMD27370,Meal Plan 1,1,Room_Type 4,1
TMD27371,Meal Plan 1,0,Room_Type 4,2
TMD27372,Meal Plan 1,1,Room_Type 1,1
TMD27373,Meal Plan 1,0,Room_Type 5,0
TMD27374,Meal Plan 1,0,Room_Type 1,1
TMD27375,Meal Plan 2,0,Room_Type 1,0
TMD27376,Meal Plan 1,0,Room_Type 1,0
TMD27377,Meal Plan 1,0,Room_Type 2,1
TMD27378,Meal Plan 1,0,Room_Type 4,1
TMD27379,Meal Plan 1,0,Room_Type 2,0
TMD27380,Meal Plan 1,0,Room_Type 1,0
TMD27381,Meal Plan 1,0,Room_Type 1,0
TMD27382,Meal Plan 1,0,Room_Type 1,1
TMD27383,Meal Plan 2,0,Room_Type 6,0
TMD27384,Meal Plan 1,0,Room_Type 1,0
TMD27385,Meal Plan 1,0,Room_Type 6,3
TMD27386,Not Selected,0,Room_Type 1,0
TMD27387,Meal Plan 1,0,Room_Type 1,0
TMD27388,Meal Plan 1,0,Room_Type 4,0
TMD27389,Not Selected,0,Room_Type 1,0
TMD27390,Meal Plan 1,0,Room_Type 1,1
TMD27391,Meal Plan 2,0,Room_Type 1,0
TMD27392,Meal Plan 1,0,Room_Type 6,0
TMD27393,Meal Plan 1,0,Room_Type 4,1
TMD27394,Meal Plan 1,0,Room_Type 1,1
TMD27395,Not Selected,0,Room_Type 1,0
TMD27396,Meal Plan 1,0,Room_Type 1,0
TMD27397,Not Selected,0,Room_Type 1,0
TMD27398,Meal Plan 1,0,Room_Type 4,0
TMD27399,Meal Plan 1,0,Room_Type 1,0
TMD27400,Meal Plan 1,0,Room_Type 1,0
TMD27401,Meal Plan 1,0,Room_Type 1,4
TMD27402,Meal Plan 1,0,Room_Type 1,0
TMD27403,Meal Plan 1,0,Room_Type 1,0
TMD27404,Meal Plan 1,0,Room_Type 1,5
TMD27405,Meal Plan 1,0,Room_Type 1,0
TMD27406,Meal Plan 1,0,Room_Type 1,0
TMD27407,Meal Plan 1,0,Room_Type 4,1
TMD27408,Meal Plan 1,1,Room_Type 4,1
TMD27409,Meal Plan 1,0,Room_Type 1,0
TMD27410,Meal Plan 1,0,Room_Type 4,0
TMD27411,Not Selected,0,Room_Type 1,1
TMD27412,Meal Plan 1,0,Room_Type 4,2
TMD27413,Meal Plan 1,0,Room_Type 1,0
TMD27414,Meal Plan 1,0,Room_Type 1,0
TMD27415,Meal Plan 1,0,Room_Type 1,0
TMD27416,Meal Plan 1,0,Room_Type 1,0
TMD27417,Meal Plan 2,0,Room_Type 1,0
TMD27418,Meal Plan 1,0,Room_Type 1,0
TMD27419,Meal Plan 1,0,Room_Type 1,0
TMD27420,Meal Plan 1,0,Room_Type 1,0
TMD27421,Not Selected,0,Room_Type 1,0
TMD27422,Meal Plan 1,0,Room_Type 1,0
TMD27423,Meal Plan 1,0,Room_Type 6,2
TMD27424,Meal Plan 1,0,Room_Type 7,1
TMD27425,Meal Plan 1,0,Room_Type 1,0
TMD27426,Meal Plan 1,0,Room_Type 4,0
