booking_id,customer_id,full_date,year,month,date,weekend_nights,week_nights,duration,avg_euros_per_night
TMD30156,INN30156,2018-01-16,2018,1,16,4,11,15,81
TMD30157,INN30157,2018-05-17,2018,5,17,0,4,4,86
TMD30158,INN30158,2017-10-05,2017,10,5,1,2,3,94.5
TMD30159,INN30159,2018-12-07,2018,12,7,0,4,4,155.72
TMD30160,INN30160,2018-06-06,2018,6,6,1,1,2,110
TMD30161,INN30161,2018-10-28,2018,10,28,1,2,3,109.8
TMD30162,INN30162,2018-11-21,2018,11,21,1,1,2,109.8
TMD30163,INN30163,2018-07-09,2018,7,9,2,1,3,115.5
TMD30164,INN30164,2017-09-18,2017,9,18,0,2,2,109
TMD30165,INN30165,2018-02-08,2018,2,8,1,4,5,152.3
TMD30166,INN30166,2018-09-16,2018,9,16,1,2,3,100
TMD30167,INN30167,2017-09-05,2017,9,5,0,1,1,124
TMD30168,INN30168,2018-07-02,2018,7,2,1,1,2,128.7
TMD30169,INN30169,2018-07-10,2018,7,10,2,4,6,156
TMD30170,INN30170,2018-01-02,2018,1,2,2,1,3,101
TMD30171,INN30171,2018-05-30,2018,5,30,1,0,1,121.5
TMD30172,INN30172,2018-07-03,2018,7,3,2,1,3,187
TMD30173,INN30173,2017-10-12,2017,10,12,1,2,3,110
TMD30174,INN30174,2018-10-20,2018,10,20,0,2,2,129
TMD30175,INN30175,2018-04-11,2018,4,11,1,1,2,105.3
TMD30176,INN30176,2018-01-31,2018,1,31,2,4,6,79.75
TMD30177,INN30177,2017-09-03,2017,9,3,0,3,3,117.67
TMD30178,INN30178,2018-06-17,2018,6,17,1,2,3,72
TMD30179,INN30179,2017-09-12,2017,9,12,2,1,3,120.6
TMD30180,INN30180,2018-08-30,2018,8,30,0,4,4,109.8
TMD30181,INN30181,2018-04-19,2018,4,19,0,3,3,70.03
TMD30182,INN30182,2017-09-05,2017,9,5,0,1,1,75
TMD30183,INN30183,2018-04-02,2018,4,2,1,1,2,107.1
TMD30184,INN30184,2017-11-15,2017,11,15,1,0,1,65
TMD30185,INN30185,2018-08-29,2018,8,29,1,2,3,108
TMD30186,INN30186,2017-09-21,2017,9,21,1,1,2,124
TMD30187,INN30187,2018-06-03,2018,6,3,0,2,2,80.75
TMD30188,INN30188,2018-04-03,2018,4,3,2,1,3,94
TMD30189,INN30189,2018-09-08,2018,9,8,0,1,1,167.4
TMD30190,INN30190,2018-11-04,2018,11,4,0,2,2,93.6
TMD30191,INN30191,2018-05-23,2018,5,23,1,0,1,65
TMD30192,INN30192,2018-05-19,2018,5,19,0,1,1,103.5
TMD30193,INN30193,2018-09-06,2018,9,6,2,5,7,167.04
TMD30194,INN30194,2018-06-03,2018,6,3,0,2,2,100
TMD30195,INN30195,2017-10-07,2017,10,7,0,4,4,70
TMD30196,INN30196,2017-11-20,2017,11,20,0,2,2,73
TMD30197,INN30197,2018-01-10,2018,1,10,4,6,10,81.7
TMD30198,INN30198,2018-09-10,2018,9,10,4,6,10,84.43
TMD30199,INN30199,2018-04-04,2018,4,4,1,0,1,89
TMD30200,INN30200,2017-10-09,2017,10,9,1,2,3,75
TMD30201,INN30201,2018-08-01,2018,8,1,1,4,5,189
TMD30202,INN30202,2018-09-17,2018,9,17,2,3,5,87.67
TMD30203,INN30203,2018-01-31,2018,1,31,2,1,3,122
TMD30204,INN30204,2018-12-25,2018,12,25,2,1,3,109.8
TMD30205,INN30205,2018-02-12,2018,2,12,1,2,3,93
TMD30206,INN30206,2017-12-29,2017,12,29,0,3,3,37.5
TMD30207,INN30207,2018-09-27,2018,9,27,0,1,1,75
TMD30208,INN30208,2017-11-24,2017,11,24,0,4,4,72.25
TMD30209,INN30209,2018-07-22,2018,7,22,2,3,5,90.95
TMD30210,INN30210,2018-04-07,2018,4,7,0,2,2,89
TMD30211,INN30211,2018-07-11,2018,7,11,1,0,1,145
TMD30212,INN30212,2017-12-21,2017,12,21,1,0,1,75
TMD30213,INN30213,2017-12-03,2017,12,3,1,3,4,72.25
TMD30214,INN30214,2017-12-05,2017,12,5,2,1,3,73.8
TMD30215,INN30215,2018-11-05,2018,11,5,0,1,1,150
TMD30216,INN30216,2018-04-02,2018,4,2,2,1,3,89.1
TMD30217,INN30217,2018-01-07,2018,1,7,0,1,1,65
TMD30218,INN30218,2018-11-12,2018,11,12,1,1,2,79.2
TMD30219,INN30219,2018-10-16,2018,10,16,1,0,1,90
TMD30220,INN30220,2018-12-17,2018,12,17,2,1,3,75
TMD30221,INN30221,2018-03-30,2018,3,30,0,1,1,73.92
TMD30222,INN30222,2018-05-29,2018,5,29,2,1,3,90
TMD30223,INN30223,2018-04-07,2018,4,7,0,3,3,171.3
TMD30224,INN30224,2018-11-22,2018,11,22,0,2,2,79
TMD30225,INN30225,2017-09-21,2017,9,21,1,1,2,48
TMD30226,INN30226,2017-07-01,2017,7,1,0,2,2,101.5
TMD30227,INN30227,2018-09-05,2018,9,5,2,5,7,89.14
TMD30228,INN30228,2018-05-02,2018,5,2,1,1,2,100
TMD30229,INN30229,2018-11-01,2018,11,1,0,4,4,75
TMD30230,INN30230,2018-03-19,2018,3,19,2,2,4,93.5
TMD30231,INN30231,2018-03-17,2018,3,17,0,1,1,82.4
TMD30232,INN30232,2017-09-19,2017,9,19,2,4,6,71.4
TMD30233,INN30233,2018-05-13,2018,5,13,0,2,2,126.9
TMD30234,INN30234,2017-08-06,2017,8,6,0,1,1,81
TMD30235,INN30235,2018-06-03,2018,6,3,1,2,3,150.3
TMD30236,INN30236,2018-03-16,2018,3,16,0,4,4,53.24
TMD30237,INN30237,2018-10-05,2018,10,5,0,2,2,125.55
TMD30238,INN30238,2018-02-04,2018,2,4,0,1,1,66
TMD30239,INN30239,2018-04-23,2018,4,23,2,2,4,118.8
TMD30240,INN30240,2018-10-07,2018,10,7,1,2,3,118.8
TMD30241,INN30241,2018-06-14,2018,6,14,0,3,3,120
TMD30242,INN30242,2018-07-08,2018,7,8,0,2,2,131.8
TMD30243,INN30243,2018-06-07,2018,6,7,0,1,1,124
TMD30244,INN30244,2017-08-05,2017,8,5,0,3,3,65
TMD30245,INN30245,2017-12-09,2017,12,9,0,3,3,58
TMD30246,INN30246,2018-09-19,2018,9,19,1,3,4,95.88
TMD30247,INN30247,2017-10-10,2017,10,10,1,1,2,70
TMD30248,INN30248,2018-11-03,2018,11,3,1,3,4,108
TMD30249,INN30249,2018-10-01,2018,10,1,1,1,2,95.4
TMD30250,INN30250,2017-09-30,2017,9,30,0,2,2,121
TMD30251,INN30251,2018-04-17,2018,4,17,2,2,4,84.58
TMD30252,INN30252,2018-01-03,2018,1,3,2,1,3,65
TMD30253,INN30253,2018-05-02,2018,5,2,1,0,1,104.72
TMD30254,INN30254,2018-03-12,2018,3,12,1,1,2,114.3
TMD30255,INN30255,2018-05-30,2018,5,30,2,5,7,78.95
TMD30256,INN30256,2018-08-22,2018,8,22,1,3,4,85
TMD30257,INN30257,2018-10-29,2018,10,29,2,2,4,162.9
TMD30258,INN30258,2018-05-21,2018,5,21,1,1,2,112
TMD30259,INN30259,2018-06-16,2018,6,16,0,3,3,90
TMD30260,INN30260,2018-10-22,2018,10,22,2,5,7,116.36
TMD30261,INN30261,2018-07-10,2018,7,10,1,0,1,146.7
TMD30262,INN30262,2017-09-14,2017,9,14,1,2,3,90
TMD30263,INN30263,2018-06-24,2018,6,24,0,2,2,95
TMD30264,INN30264,2018-09-09,2018,9,9,2,3,5,109.29
TMD30265,INN30265,2018-08-30,2018,8,30,0,4,4,86.7
TMD30266,INN30266,2018-12-30,2018,12,30,2,4,6,115.9
TMD30267,INN30267,2017-10-10,2017,10,10,2,1,3,76.67
TMD30268,INN30268,2017-07-25,2017,7,25,2,1,3,94.5
TMD30269,INN30269,2018-10-30,2018,10,30,2,0,2,105
TMD30270,INN30270,2018-03-04,2018,3,4,2,5,7,65
TMD30271,INN30271,2018-05-20,2018,5,20,1,2,3,65
TMD30272,INN30272,2018-05-10,2018,5,10,0,2,2,75
TMD30273,INN30273,2017-09-30,2017,9,30,0,3,3,111.33
TMD30274,INN30274,2018-10-14,2018,10,14,1,2,3,90
TMD30275,INN30275,2017-09-09,2017,9,9,0,4,4,93
TMD30276,INN30276,2018-05-13,2018,5,13,1,2,3,101
TMD30277,INN30277,2018-01-27,2018,1,27,0,2,2,81
TMD30278,INN30278,2018-08-05,2018,8,5,2,4,6,99.45
TMD30279,INN30279,2018-08-02,2018,8,2,0,3,3,130.5
TMD30280,INN30280,2018-08-03,2018,8,3,0,3,3,86.62
TMD30281,INN30281,2018-07-25,2018,7,25,1,3,4,93.84
TMD30282,INN30282,2018-03-25,2018,3,25,1,2,3,96.3
TMD30283,INN30283,2018-12-14,2018,12,14,0,4,4,74.8
TMD30284,INN30284,2018-03-20,2018,3,20,2,3,5,82
TMD30285,INN30285,2018-11-07,2018,11,7,1,0,1,142.64
TMD30286,INN30286,2018-09-30,2018,9,30,2,3,5,106.25
TMD30287,INN30287,2018-06-12,2018,6,12,2,3,5,90.95
TMD30288,INN30288,2017-09-03,2017,9,3,0,3,3,105
TMD30289,INN30289,2018-07-14,2018,7,14,0,2,2,121.5
TMD30290,INN30290,2018-09-11,2018,9,11,1,0,1,85
TMD30291,INN30291,2018-02-21,2018,2,21,2,1,3,93
TMD30292,INN30292,2017-07-11,2017,7,11,2,1,3,76.5
TMD30293,INN30293,2018-08-12,2018,8,12,0,2,2,207.9
TMD30294,INN30294,2017-09-17,2017,9,17,0,3,3,35
TMD30295,INN30295,2018-12-11,2018,12,11,2,0,2,75
TMD30296,INN30296,2018-07-04,2018,7,4,3,6,9,128.8
TMD30297,INN30297,2018-11-07,2018,11,7,1,1,2,153.23
TMD30298,INN30298,2018-11-18,2018,11,18,1,2,3,93.6
TMD30299,INN30299,2018-04-22,2018,4,22,2,2,4,63.5
TMD30300,INN30300,2018-03-02,2018,3,2,0,1,1,104
TMD30301,INN30301,2018-10-31,2018,10,31,1,4,5,79.38
TMD30302,INN30302,2017-07-25,2017,7,25,2,1,3,94.5
TMD30303,INN30303,2018-04-19,2018,4,19,0,2,2,115
TMD30304,INN30304,2018-09-21,2018,9,21,0,3,3,85.67
TMD30305,INN30305,2018-08-07,2018,8,7,2,1,3,65
TMD30306,INN30306,2018-10-24,2018,10,24,1,4,5,118.25
TMD30307,INN30307,2018-03-11,2018,3,11,1,2,3,48.6
TMD30308,INN30308,2018-05-15,2018,5,15,2,2,4,81.75
TMD30309,INN30309,2018-11-17,2018,11,17,0,3,3,79.2
TMD30310,INN30310,2018-10-04,2018,10,4,1,5,6,123.33
TMD30311,INN30311,2018-10-14,2018,10,14,1,2,3,90
TMD30312,INN30312,2018-06-06,2018,6,6,1,3,4,110
TMD30313,INN30313,2018-10-20,2018,10,20,0,2,2,119
TMD30314,INN30314,2017-12-25,2017,12,25,0,2,2,58
TMD30315,INN30315,2018-04-07,2018,4,7,0,1,1,99.9
TMD30316,INN30316,2018-11-27,2018,11,27,2,2,4,89.89
TMD30317,INN30317,2018-05-31,2018,5,31,0,5,5,140.4
TMD30318,INN30318,2017-08-29,2017,8,29,2,1,3,94.5
TMD30319,INN30319,2018-06-08,2018,6,8,0,4,4,87.67
TMD30320,INN30320,2018-05-22,2018,5,22,1,0,1,108.9
TMD30321,INN30321,2018-11-25,2018,11,25,0,2,2,95
TMD30322,INN30322,2018-12-25,2018,12,25,2,1,3,174.42
TMD30323,INN30323,2018-05-26,2018,5,26,0,2,2,140.4
TMD30324,INN30324,2018-01-28,2018,1,28,0,1,1,80
TMD30325,INN30325,2018-06-09,2018,6,9,1,3,4,126.9
TMD30326,INN30326,2018-04-29,2018,4,29,2,3,5,104.55
TMD30327,INN30327,2017-10-21,2017,10,21,0,1,1,0
TMD30328,INN30328,2018-09-22,2018,9,22,0,1,1,149
TMD30329,INN30329,2018-08-30,2018,8,30,0,4,4,99
TMD30330,INN30330,2018-10-30,2018,10,30,2,1,3,80.75
TMD30331,INN30331,2018-02-26,2018,2,26,0,2,2,81
TMD30332,INN30332,2018-12-27,2018,12,27,0,3,3,47.33
TMD30333,INN30333,2018-06-08,2018,6,8,0,1,1,120
TMD30334,INN30334,2018-05-13,2018,5,13,2,3,5,119.85
TMD30335,INN30335,2018-09-11,2018,9,11,1,0,1,168.3
TMD30336,INN30336,2018-09-18,2018,9,18,2,0,2,196
TMD30337,INN30337,2018-05-09,2018,5,9,1,4,5,76.58
TMD30338,INN30338,2017-11-26,2017,11,26,0,3,3,67.5
TMD30339,INN30339,2017-11-20,2017,11,20,0,2,2,73
TMD30340,INN30340,2018-06-28,2018,6,28,0,4,4,90.95
TMD30341,INN30341,2018-07-07,2018,7,7,1,3,4,97.75
TMD30342,INN30342,2018-10-25,2018,10,25,0,4,4,162.9
TMD30343,INN30343,2018-07-31,2018,7,31,2,1,3,96.5
TMD30344,INN30344,2018-09-13,2018,9,13,0,2,2,65
TMD30345,INN30345,2018-08-06,2018,8,6,0,1,1,171
TMD30346,INN30346,2018-05-05,2018,5,5,0,3,3,126.9
TMD30347,INN30347,2018-07-30,2018,7,30,1,1,2,115
TMD30348,INN30348,2018-02-17,2018,2,17,0,1,1,57.98
TMD30349,INN30349,2017-11-20,2017,11,20,0,2,2,73
TMD30350,INN30350,2018-09-30,2018,9,30,1,2,3,160
TMD30351,INN30351,2018-11-12,2018,11,12,5,11,16,70.87
TMD30352,INN30352,2017-12-07,2017,12,7,1,0,1,0
TMD30353,INN30353,2018-07-21,2018,7,21,0,2,2,115
TMD30354,INN30354,2018-05-15,2018,5,15,2,4,6,95
TMD30355,INN30355,2018-06-06,2018,6,6,1,2,3,110
TMD30356,INN30356,2018-04-07,2018,4,7,0,2,2,105.3
TMD30357,INN30357,2017-09-05,2017,9,5,0,1,1,0
TMD30358,INN30358,2018-06-12,2018,6,12,2,3,5,92.11
TMD30359,INN30359,2017-10-16,2017,10,16,0,2,2,109
TMD30360,INN30360,2018-03-12,2018,3,12,2,3,5,45.9
TMD30361,INN30361,2017-09-30,2017,9,30,0,2,2,108
TMD30362,INN30362,2018-07-21,2018,7,21,0,1,1,80
TMD30363,INN30363,2018-10-28,2018,10,28,0,2,2,85.5
TMD30364,INN30364,2018-01-22,2018,1,22,1,2,3,89
TMD30365,INN30365,2018-08-17,2018,8,17,0,1,1,164.25
TMD30366,INN30366,2018-11-28,2018,11,28,1,3,4,75
TMD30367,INN30367,2018-10-16,2018,10,16,1,0,1,90
TMD30368,INN30368,2018-02-28,2018,2,28,2,1,3,60
TMD30369,INN30369,2018-03-17,2018,3,17,0,2,2,80
TMD30370,INN30370,2017-09-02,2017,9,2,0,1,1,60
TMD30371,INN30371,2018-08-03,2018,8,3,1,4,5,130.05
TMD30372,INN30372,2018-06-27,2018,6,27,1,3,4,80.75
TMD30373,INN30373,2018-08-04,2018,8,4,0,2,2,146.7
TMD30374,INN30374,2018-12-21,2018,12,21,1,4,5,113.4
TMD30375,INN30375,2018-09-27,2018,9,27,0,1,1,205
TMD30376,INN30376,2018-11-11,2018,11,11,1,2,3,105
TMD30377,INN30377,2018-12-17,2018,12,17,1,1,2,104
TMD30378,INN30378,2018-12-03,2018,12,3,1,1,2,98
TMD30379,INN30379,2018-03-13,2018,3,13,2,2,4,71.1
TMD30380,INN30380,2017-09-18,2017,9,18,0,2,2,80
TMD30381,INN30381,2018-02-28,2018,2,28,2,1,3,60
TMD30382,INN30382,2018-06-12,2018,6,12,2,4,6,120
TMD30383,INN30383,2018-07-13,2018,7,13,0,4,4,189
TMD30384,INN30384,2018-07-04,2018,7,4,1,4,5,112
TMD30385,INN30385,2018-05-21,2018,5,21,1,1,2,112
TMD30386,INN30386,2018-05-05,2018,5,5,0,3,3,100
TMD30387,INN30387,2018-10-30,2018,10,30,2,0,2,103.18
TMD30388,INN30388,2018-04-10,2018,4,10,1,0,1,153
TMD30389,INN30389,2018-04-05,2018,4,5,0,3,3,131.4
TMD30390,INN30390,2017-09-17,2017,9,17,0,3,3,102
TMD30391,INN30391,2018-04-24,2018,4,24,2,2,4,93.08
TMD30392,INN30392,2018-06-26,2018,6,26,2,3,5,90.95
TMD30393,INN30393,2018-09-11,2018,9,11,1,0,1,94.32
TMD30394,INN30394,2018-10-21,2018,10,21,0,2,2,110
TMD30395,INN30395,2018-02-06,2018,2,6,2,1,3,85
TMD30396,INN30396,2018-01-15,2018,1,15,1,2,3,98
TMD30397,INN30397,2018-04-04,2018,4,4,1,3,4,95.2
TMD30398,INN30398,2018-07-15,2018,7,15,0,2,2,121.5
TMD30399,INN30399,2017-12-30,2017,12,30,0,3,3,70.67
TMD30400,INN30400,2018-12-16,2018,12,16,1,2,3,103.5
TMD30401,INN30401,2018-10-03,2018,10,3,1,2,3,118.8
TMD30402,INN30402,2018-06-04,2018,6,4,1,1,2,150.3
TMD30403,INN30403,2018-02-24,2018,2,24,0,4,4,184
TMD30404,INN30404,2018-08-02,2018,8,2,0,4,4,130.05
TMD30405,INN30405,2018-04-05,2018,4,5,0,1,1,89
TMD30406,INN30406,2018-10-27,2018,10,27,0,1,1,67
TMD30407,INN30407,2017-09-14,2017,9,14,1,2,3,105
TMD30408,INN30408,2018-03-07,2018,3,7,1,1,2,95
TMD30409,INN30409,2018-10-03,2018,10,3,1,3,4,95.48
TMD30410,INN30410,2018-06-15,2018,6,15,0,2,2,115
TMD30411,INN30411,2017-11-02,2017,11,2,1,2,3,105
TMD30412,INN30412,2017-09-09,2017,9,9,0,2,2,95
TMD30413,INN30413,2018-10-05,2018,10,5,0,3,3,157.5
TMD30414,INN30414,2018-10-13,2018,10,13,0,3,3,95
TMD30415,INN30415,2018-06-17,2018,6,17,0,2,2,0
TMD30416,INN30416,2018-08-13,2018,8,13,1,1,2,207
TMD30417,INN30417,2018-09-01,2018,9,1,0,3,3,123.3
TMD30418,INN30418,2018-09-12,2018,9,12,1,5,6,100.3
TMD30419,INN30419,2018-02-15,2018,2,15,1,3,4,95
TMD30420,INN30420,2018-03-03,2018,3,3,2,5,7,111.14
TMD30421,INN30421,2018-10-02,2018,10,2,2,2,4,108
TMD30422,INN30422,2018-11-04,2018,11,4,1,2,3,89
TMD30423,INN30423,2018-10-25,2018,10,25,0,3,3,104.4
TMD30424,INN30424,2018-11-13,2018,11,13,1,0,1,93.6
TMD30425,INN30425,2018-02-18,2018,2,18,1,3,4,72
TMD30426,INN30426,2018-08-25,2018,8,25,1,3,4,158.95
TMD30427,INN30427,2017-09-12,2017,9,12,2,3,5,142.6
TMD30428,INN30428,2018-03-17,2018,3,17,1,3,4,70.13
TMD30429,INN30429,2018-06-02,2018,6,2,0,2,2,100
TMD30430,INN30430,2018-12-30,2018,12,30,0,2,2,139.88
TMD30431,INN30431,2018-06-29,2018,6,29,0,3,3,85.5
TMD30432,INN30432,2018-07-04,2018,7,4,1,2,3,107.1
TMD30433,INN30433,2018-10-17,2018,10,17,1,4,5,118.8
TMD30434,INN30434,2018-09-05,2018,9,5,2,5,7,89.14
TMD30435,INN30435,2018-11-10,2018,11,10,2,3,5,114.41
TMD30436,INN30436,2018-09-19,2018,9,19,1,2,3,65
TMD30437,INN30437,2018-02-04,2018,2,4,0,2,2,77
TMD30438,INN30438,2018-10-08,2018,10,8,2,1,3,135
TMD30439,INN30439,2017-09-08,2017,9,8,0,3,3,85
TMD30440,INN30440,2018-08-09,2018,8,9,0,3,3,159.3
TMD30441,INN30441,2018-03-25,2018,3,25,1,2,3,168.3
TMD30442,INN30442,2017-09-25,2017,9,25,2,2,4,185
TMD30443,INN30443,2018-05-08,2018,5,8,2,0,2,110.75
TMD30444,INN30444,2018-07-11,2018,7,11,1,3,4,65.49
TMD30445,INN30445,2018-06-12,2018,6,12,4,6,10,148
TMD30446,INN30446,2018-09-20,2018,9,20,0,1,1,95
TMD30447,INN30447,2018-11-05,2018,11,5,1,1,2,77.76
TMD30448,INN30448,2018-03-23,2018,3,23,0,3,3,81.5
TMD30449,INN30449,2018-11-28,2018,11,28,1,0,1,88
TMD30450,INN30450,2018-06-10,2018,6,10,0,2,2,126.9
TMD30451,INN30451,2018-10-03,2018,10,3,1,0,1,65
TMD30452,INN30452,2018-10-09,2018,10,9,1,0,1,120
TMD30453,INN30453,2018-10-26,2018,10,26,0,2,2,130
TMD30454,INN30454,2018-11-07,2018,11,7,1,2,3,205
TMD30455,INN30455,2018-08-17,2018,8,17,2,6,8,139.95
TMD30456,INN30456,2018-05-06,2018,5,6,0,1,1,80
TMD30457,INN30457,2018-10-27,2018,10,27,0,2,2,80.1
TMD30458,INN30458,2018-09-26,2018,9,26,1,2,3,86
TMD30459,INN30459,2018-11-18,2018,11,18,0,2,2,70
TMD30460,INN30460,2017-12-28,2017,12,28,1,3,4,43.5
TMD30461,INN30461,2018-01-01,2018,1,1,2,5,7,43.43
TMD30462,INN30462,2018-08-22,2018,8,22,1,2,3,137.7
TMD30463,INN30463,2018-03-28,2018,3,28,1,0,1,119
TMD30464,INN30464,2018-10-18,2018,10,18,0,2,2,97.2
TMD30465,INN30465,2017-08-11,2017,8,11,0,1,1,88
TMD30466,INN30466,2018-11-15,2018,11,15,0,4,4,88.4
TMD30467,INN30467,2017-08-31,2017,8,31,1,4,5,109
TMD30468,INN30468,2017-09-25,2017,9,25,2,2,4,185
TMD30469,INN30469,2018-10-25,2018,10,25,0,1,1,104
TMD30470,INN30470,2018-10-20,2018,10,20,0,2,2,190.8
TMD30471,INN30471,2018-09-01,2018,9,1,0,1,1,139
TMD30472,INN30472,2018-03-01,2018,3,1,0,5,5,130.22
TMD30473,INN30473,2017-11-20,2017,11,20,0,2,2,73
TMD30474,INN30474,2018-07-16,2018,7,16,2,1,3,103.95
TMD30475,INN30475,2018-08-24,2018,8,24,0,3,3,72.25
TMD30476,INN30476,2018-07-03,2018,7,3,2,3,5,300
TMD30477,INN30477,2018-09-16,2018,9,16,1,2,3,100
TMD30478,INN30478,2018-07-23,2018,7,23,2,5,7,112.2
TMD30479,INN30479,2017-09-14,2017,9,14,1,2,3,89.25
TMD30480,INN30480,2018-01-22,2018,1,22,0,2,2,84
TMD30481,INN30481,2018-09-13,2018,9,13,0,2,2,115
TMD30482,INN30482,2018-06-01,2018,6,1,0,2,2,159
TMD30483,INN30483,2018-09-28,2018,9,28,0,4,4,140
TMD30484,INN30484,2017-09-30,2017,9,30,0,1,1,112.2
TMD30485,INN30485,2018-10-23,2018,10,23,2,1,3,106.25
TMD30486,INN30486,2017-09-07,2017,9,7,1,3,4,109.75
TMD30487,INN30487,2018-06-20,2018,6,20,1,3,4,99.9
TMD30488,INN30488,2017-10-19,2017,10,19,1,2,3,103.5
TMD30489,INN30489,2018-10-12,2018,10,12,0,2,2,110
TMD30490,INN30490,2018-06-26,2018,6,26,2,0,2,125
TMD30491,INN30491,2018-06-06,2018,6,6,1,1,2,110
TMD30492,INN30492,2018-11-06,2018,11,6,2,5,7,172.23
TMD30493,INN30493,2018-11-03,2018,11,3,0,2,2,77.76
TMD30494,INN30494,2018-06-22,2018,6,22,0,1,1,135
TMD30495,INN30495,2018-12-05,2018,12,5,1,2,3,165.6
TMD30496,INN30496,2018-10-03,2018,10,3,1,3,4,100
TMD30497,INN30497,2018-12-27,2018,12,27,1,5,6,63.33
TMD30498,INN30498,2018-02-04,2018,2,4,2,3,5,85
TMD30499,INN30499,2018-10-28,2018,10,28,1,2,3,109
TMD30500,INN30500,2018-07-16,2018,7,16,2,1,3,94.5
TMD30501,INN30501,2018-06-01,2018,6,1,0,4,4,187.85
TMD30502,INN30502,2018-11-06,2018,11,6,2,3,5,112.57
TMD30503,INN30503,2017-08-24,2017,8,24,1,0,1,123.5
TMD30504,INN30504,2018-09-24,2018,9,24,2,2,4,117.2
TMD30505,INN30505,2018-04-22,2018,4,22,0,1,1,80
TMD30506,INN30506,2018-12-22,2018,12,22,2,5,7,88.4
TMD30507,INN30507,2018-04-20,2018,4,20,0,4,4,80
TMD30508,INN30508,2018-10-12,2018,10,12,1,4,5,135
TMD30509,INN30509,2018-02-16,2018,2,16,0,1,1,91
TMD30510,INN30510,2018-07-03,2018,7,3,2,3,5,108.9
TMD30511,INN30511,2017-09-10,2017,9,10,2,4,6,134.83
TMD30512,INN30512,2017-10-31,2017,10,31,2,5,7,90.64
TMD30513,INN30513,2018-05-20,2018,5,20,0,1,1,198.77
TMD30514,INN30514,2018-06-08,2018,6,8,0,1,1,120
TMD30515,INN30515,2018-02-16,2018,2,16,0,2,2,88
TMD30516,INN30516,2017-10-21,2017,10,21,0,3,3,112
TMD30517,INN30517,2017-10-06,2017,10,6,0,3,3,80
TMD30518,INN30518,2018-10-10,2018,10,10,1,2,3,76.5
TMD30519,INN30519,2017-11-22,2017,11,22,2,3,5,65
TMD30520,INN30520,2018-10-13,2018,10,13,0,3,3,95
TMD30521,INN30521,2018-05-13,2018,5,13,2,2,4,126.9
TMD30522,INN30522,2018-09-25,2018,9,25,2,1,3,127.33
TMD30523,INN30523,2017-08-19,2017,8,19,2,5,7,80
TMD30524,INN30524,2018-12-26,2018,12,26,1,4,5,102.34
TMD30525,INN30525,2018-06-03,2018,6,3,2,2,4,187.85
TMD30526,INN30526,2018-04-19,2018,4,19,0,1,1,89
TMD30527,INN30527,2018-12-01,2018,12,1,1,3,4,74.8
TMD30528,INN30528,2018-07-17,2018,7,17,1,0,1,154
TMD30529,INN30529,2018-07-21,2018,7,21,0,2,2,115
TMD30530,INN30530,2018-11-17,2018,11,17,0,3,3,102.6
TMD30531,INN30531,2018-08-24,2018,8,24,0,2,2,164
TMD30532,INN30532,2018-03-10,2018,3,10,0,3,3,69.5
TMD30533,INN30533,2018-03-03,2018,3,3,0,3,3,78.3
TMD30534,INN30534,2018-12-04,2018,12,4,2,2,4,68
TMD30535,INN30535,2018-09-25,2018,9,25,2,0,2,117
TMD30536,INN30536,2018-02-18,2018,2,18,0,2,2,94
TMD30537,INN30537,2018-06-26,2018,6,26,2,5,7,126.26
TMD30538,INN30538,2018-09-11,2018,9,11,2,0,2,125.1
TMD30539,INN30539,2017-08-14,2017,8,14,0,2,2,109
TMD30540,INN30540,2018-10-13,2018,10,13,0,2,2,80
TMD30541,INN30541,2018-09-15,2018,9,15,0,3,3,125.67
TMD30542,INN30542,2018-06-12,2018,6,12,2,1,3,123.33
TMD30543,INN30543,2018-10-19,2018,10,19,0,3,3,85
TMD30544,INN30544,2017-12-02,2017,12,2,0,1,1,74
TMD30545,INN30545,2017-09-25,2017,9,25,2,2,4,185
TMD30546,INN30546,2018-04-01,2018,4,1,0,2,2,104.4
TMD30547,INN30547,2017-10-19,2017,10,19,1,1,2,120
TMD30548,INN30548,2018-10-13,2018,10,13,0,3,3,80
TMD30549,INN30549,2018-10-13,2018,10,13,0,3,3,95
TMD30550,INN30550,2018-06-09,2018,6,9,0,1,1,120
TMD30551,INN30551,2017-09-14,2017,9,14,1,2,3,76.67
TMD30552,INN30552,2018-05-11,2018,5,11,0,3,3,105.3
TMD30553,INN30553,2018-03-01,2018,2,29,1,3,4,86.8
TMD30554,INN30554,2018-10-29,2018,10,29,2,1,3,80.1
TMD30555,INN30555,2018-03-11,2018,3,11,1,2,3,67.5
TMD30556,INN30556,2018-11-18,2018,11,18,0,2,2,75
TMD30557,INN30557,2018-02-19,2018,2,19,0,2,2,88.4
TMD30558,INN30558,2017-10-09,2017,10,9,0,1,1,117
TMD30559,INN30559,2017-09-03,2017,9,3,0,3,3,130.33
TMD30560,INN30560,2017-11-06,2017,11,6,1,2,3,73.2
TMD30561,INN30561,2018-06-24,2018,6,24,0,2,2,115
TMD30562,INN30562,2018-07-30,2018,7,30,0,1,1,105.3
TMD30563,INN30563,2017-07-25,2017,7,25,2,1,3,94.5
TMD30564,INN30564,2018-07-18,2018,7,18,1,5,6,78.76
TMD30565,INN30565,2018-04-02,2018,4,2,1,1,2,107.1
